GEOID,Asthma_prev,geometry
1400000US37179020312,9.7,POINT (-80.65935994 35.08405984)
1400000US37183054500,9.6,POINT (-78.64920253 35.74283727)
1400000US37183053522,7.2,POINT (-78.80933083 35.81247951)
1400000US37183053008,8.2,POINT (-78.7081788 35.72096661)
1400000US37187950300,9.9,POINT (-76.56942659 35.7787639)
1400000US37183053201,8.0,POINT (-78.76684407 35.66059668)
1400000US37183054207,8.1,POINT (-78.55543074 35.956858)
1400000US37193960801,10.5,POINT (-81.23954075 36.20342843)
1400000US37161961102,10.2,POINT (-81.81521737 35.21918178)
1400000US37183053420,8.6,POINT (-78.84050025 35.69105357)
1400000US37171930902,9.1,POINT (-80.81723427 36.29120164)
1400000US37183054108,10.0,POINT (-78.45702563 35.77604308)
1400000US37175960600,9.3,POINT (-82.94895961 35.10745331)
1400000US37193960300,11.1,POINT (-81.08215956 36.22929885)
1400000US37189920702,8.7,POINT (-81.54621106 36.17595014)
1400000US37157040502,10.0,POINT (-79.79226742 36.48344887)
1400000US37155960900,9.3,POINT (-79.01548205 34.63472096)
1400000US37153970200,10.3,POINT (-79.82354158 35.10236916)
1400000US37183051502,7.2,POINT (-78.68312293 35.80867865)
1400000US37185950200,10.6,POINT (-78.21367898 36.4814069)
1400000US37183052101,10.5,POINT (-78.62181749 35.74234307)
1400000US37183052806,10.7,POINT (-78.55203658 35.74397081)
1400000US37183053418,8.2,POINT (-78.83577926 35.73681493)
1400000US37179020305,8.6,POINT (-80.60520095 35.09958181)
1400000US37161961000,10.3,POINT (-81.7626403 35.35455826)
1400000US37155961200,11.1,POINT (-78.99128246 34.62399019)
1400000US37169070700,10.3,POINT (-80.11940565 36.29669842)
1400000US37165010101,9.4,POINT (-79.49982262 34.7292525)
1400000US37197050200,10.1,POINT (-80.71573589 36.21633904)
1400000US37183053004,7.5,POINT (-78.76722654 35.73565406)
1400000US37155960702,12.4,POINT (-79.05105481 34.66358593)
1400000US37193961002,8.9,POINT (-81.15113596 36.08306226)
1400000US37183054018,10.2,POINT (-78.58978488 35.85990436)
1400000US37183053415,7.7,POINT (-78.88294124 35.74640466)
1400000US37157041400,11.4,POINT (-79.65212453 36.32173912)
1400000US37183053424,7.3,POINT (-78.83755256 35.76792197)
1400000US37183053513,8.8,POINT (-78.78898766 35.80097483)
1400000US37155960102,10.9,POINT (-78.99400504 34.80680837)
1400000US37155962002,12.9,POINT (-79.36585668 34.64085817)
1400000US37179020404,10.7,POINT (-80.56661886 35.00424567)
1400000US37183053109,8.3,POINT (-78.73433158 35.59331588)
1400000US37183052406,9.5,POINT (-78.73448897 35.78041889)
1400000US37155961601,12.1,POINT (-78.98174908 34.52612413)
1400000US37161960800,11.7,POINT (-81.86700586 35.32923273)
1400000US37183051400,8.8,POINT (-78.67318661 35.79595779)
1400000US37171930502,10.5,POINT (-80.63740528 36.50725372)
1400000US37183052602,7.9,POINT (-78.63413148 35.8439296)
1400000US37197050501,9.5,POINT (-80.66049269 36.12584008)
1400000US37183053610,8.0,POINT (-78.80046408 35.90287175)
1400000US37159051201,9.2,POINT (-80.56160555 35.62508097)
1400000US37179020403,9.2,POINT (-80.59513193 34.99443749)
1400000US37191000601,12.4,POINT (-78.01491034 35.30623292)
1400000US37193960500,10.9,POINT (-81.14686331 36.19658407)
1400000US37173940100,12.0,POINT (-83.2893928 35.51836693)
1400000US37183052707,9.5,POINT (-78.57500734 35.8196642)
1400000US37167931201,10.8,POINT (-80.18827608 35.3548361)
1400000US37171930802,10.1,POINT (-80.86559675 36.38484647)
1400000US37157041100,9.5,POINT (-79.73485865 36.43397985)
1400000US37183054206,8.5,POINT (-78.52804633 35.97019154)
1400000US37195001600,10.2,POINT (-78.09782452 35.6478338)
1400000US37183053517,9.4,POINT (-78.76388539 35.78461932)
1400000US37161960400,9.6,POINT (-81.97680851 35.3084817)
1400000US37183053520,8.3,POINT (-78.77520146 35.80024562)
1400000US37183053105,8.9,POINT (-78.78661922 35.60776276)
1400000US37179020502,9.4,POINT (-80.56034593 34.94572531)
1400000US37183054204,8.5,POINT (-78.50920216 35.99626432)
1400000US37151031601,10.4,POINT (-80.0227833 35.89641656)
1400000US37183053603,7.1,POINT (-78.86421652 35.80769137)
1400000US37195001500,9.7,POINT (-78.06687287 35.7327276)
1400000US37165010400,10.9,POINT (-79.42086261 34.72961179)
1400000US37167931000,9.1,POINT (-80.19330602 35.25662008)
1400000US37157041001,9.6,POINT (-79.98094152 36.31496912)
1400000US37183052504,8.0,POINT (-78.69401428 35.82286962)
1400000US37199960101,9.8,POINT (-82.2096624 35.8141628)
1400000US37155960401,12.2,POINT (-79.27628014 34.77562734)
1400000US37183053512,7.6,POINT (-78.78471076 35.82764952)
1400000US37191000304,10.4,POINT (-77.93173263 35.48089095)
1400000US37155960503,12.4,POINT (-79.15005224 34.64197181)
1400000US37167930300,9.4,POINT (-80.18605916 35.3863508)
1400000US37183054013,8.1,POINT (-78.5737302 35.91650562)
1400000US37159050300,10.1,POINT (-80.48954941 35.66197831)
1400000US37193960100,9.5,POINT (-80.94677532 36.26315886)
1400000US37179021006,8.0,POINT (-80.78355911 35.02159052)
1400000US37199960400,9.2,POINT (-82.40678545 35.96297775)
1400000US37179020701,10.9,POINT (-80.44459355 35.01255737)
1400000US37183053107,9.0,POINT (-78.80226191 35.56785205)
1400000US37183053712,7.8,POINT (-78.69154043 35.89689426)
1400000US37183053721,7.4,POINT (-78.7041832 35.91931979)
1400000US37157040800,10.4,POINT (-79.97030212 36.39051768)
1400000US37193961200,9.8,POINT (-80.9909865 36.12497309)
1400000US37181960100,10.9,POINT (-78.3425164 36.42493348)
1400000US37155960600,12.7,POINT (-79.10645613 34.6711126)
1400000US37171930700,10.0,POINT (-80.71063804 36.51149089)
1400000US37183053507,8.4,POINT (-78.79033388 35.77930954)
1400000US37183052701,9.3,POINT (-78.61724043 35.83389053)
1400000US37183052505,8.6,POINT (-78.67190422 35.84744596)
1400000US37191002000,12.7,POINT (-78.01307412 35.37156869)
1400000US37183053525,7.7,POINT (-78.81700048 35.77904079)
1400000US37189920601,11.6,POINT (-81.66308381 36.19773302)
1400000US37159051901,9.5,POINT (-80.68692812 35.68037484)
1400000US37183054105,8.8,POINT (-78.55140066 35.81583401)
1400000US37155960201,11.5,POINT (-79.03668046 34.89122523)
1400000US37155961400,11.0,POINT (-78.89527698 34.71167333)
1400000US37183053106,9.2,POINT (-78.82145072 35.58823018)
1400000US37175960402,8.5,POINT (-82.68797517 35.15131669)
1400000US37157040900,10.5,POINT (-79.95321532 36.41296116)
1400000US37151031503,10.0,POINT (-79.96789022 35.90760571)
1400000US37195000501,8.6,POINT (-77.9367773 35.74171576)
1400000US37183052802,9.4,POINT (-78.64279465 35.70670155)
1400000US37189920500,12.1,POINT (-81.68560929 36.21018503)
1400000US37183053602,6.9,POINT (-78.87338951 35.84476713)
1400000US37179020314,8.6,POINT (-80.70508864 35.07445542)
1400000US37179020702,10.1,POINT (-80.44101878 34.93815263)
1400000US37183052904,9.0,POINT (-78.66051577 35.61393868)
1400000US37163970200,10.0,POINT (-78.39631679 35.18975152)
1400000US37155961302,11.8,POINT (-78.97949135 34.6338351)
1400000US37183053421,7.8,POINT (-78.79407285 35.68934065)
1400000US37179021015,8.8,POINT (-80.74463239 34.86622756)
1400000US37181961000,10.9,POINT (-78.4379503 36.23138812)
1400000US37195000300,13.0,POINT (-77.92567536 35.71382712)
1400000US37183054209,8.3,POINT (-78.5200767 35.91044668)
1400000US37155960402,12.0,POINT (-79.14937036 34.74820335)
1400000US37183054205,9.4,POINT (-78.49238857 35.98195909)
1400000US37159051102,9.8,POINT (-80.51613356 35.59803031)
1400000US37183051101,11.4,POINT (-78.68831489 35.78801466)
1400000US37189921000,8.6,POINT (-81.87989976 36.21355761)
1400000US37183053416,7.9,POINT (-78.85676756 35.74657954)
1400000US37155960502,13.0,POINT (-79.19904438 34.6819512)
1400000US37199960200,9.5,POINT (-82.29620343 35.96791032)
1400000US37189920800,8.4,POINT (-81.68466196 36.14010601)
1400000US37159050201,10.5,POINT (-80.43963932 35.64956509)
1400000US37159051302,9.4,POINT (-80.47277081 35.73241383)
1400000US37165010200,13.3,POINT (-79.4640995 34.79051427)
1400000US37183052301,9.7,POINT (-78.7040278 35.75800971)
1400000US37157040400,11.3,POINT (-79.76431257 36.52575083)
1400000US37159051600,9.6,POINT (-80.62474664 35.55111935)
1400000US37191000200,9.9,POINT (-77.89174163 35.54095218)
1400000US37183053506,7.5,POINT (-78.77462479 35.76017595)
1400000US37171931002,9.5,POINT (-80.73530304 36.39534626)
1400000US37153970900,10.0,POINT (-79.73517133 34.8791371)
1400000US37167930900,9.4,POINT (-80.32911365 35.23113978)
1400000US37195000801,13.9,POINT (-77.90673016 35.71350271)
1400000US37189920703,9.0,POINT (-81.62607209 36.20080033)
1400000US37171930301,9.3,POINT (-80.6011149 36.54288083)
1400000US37183053601,7.4,POINT (-78.8982017 35.83977195)
1400000US37171931101,10.5,POINT (-80.60519732 36.39978164)
1400000US37183052809,9.5,POINT (-78.54746799 35.6660692)
1400000US37153971100,11.7,POINT (-79.65823635 34.87518712)
1400000US37183053900,8.3,POINT (-78.64468606 36.02156718)
1400000US37187950100,11.1,POINT (-76.51311621 35.90056986)
1400000US37183053711,7.7,POINT (-78.71046315 35.89486389)
1400000US37179020311,8.9,POINT (-80.64664511 35.10090021)
1400000US37167930700,9.7,POINT (-80.3152151 35.32717574)
1400000US37181960600,12.3,POINT (-78.37802536 36.34692377)
1400000US37193960200,10.2,POINT (-81.00115526 36.33363686)
1400000US37191001000,9.7,POINT (-78.19509907 35.2798841)
1400000US37183053204,9.0,POINT (-78.83227162 35.64761913)
1400000US37163970800,11.1,POINT (-78.31009956 34.94121362)
1400000US37179020316,8.8,POINT (-80.67192194 35.04982018)
1400000US37183051200,8.7,POINT (-78.65873425 35.78983441)
1400000US37191001200,10.4,POINT (-77.97754096 35.41184606)
1400000US37171930600,9.6,POINT (-80.64143826 36.46507142)
1400000US37183054211,8.1,POINT (-78.45873295 35.95646794)
1400000US37191000901,10.4,POINT (-78.08196547 35.34086446)
1400000US37183053414,8.1,POINT (-78.87717474 35.72620707)
1400000US37183053608,7.1,POINT (-78.85437085 35.85425904)
1400000US37183052801,8.7,POINT (-78.63192248 35.68663696)
1400000US37189920300,9.0,POINT (-81.76375471 36.23231156)
1400000US37183053519,8.9,POINT (-78.79042969 35.76435164)
1400000US37183050900,12.6,POINT (-78.63786684 35.76692878)
1400000US37183053806,7.8,POINT (-78.63747161 35.94017449)
1400000US37183052407,8.8,POINT (-78.70983053 35.78453488)
1400000US37163971000,10.5,POINT (-78.25142952 34.75728306)
1400000US37183054007,8.5,POINT (-78.63828318 35.88783795)
1400000US37179021012,8.2,POINT (-80.72612775 34.95647999)
1400000US37193960700,10.8,POINT (-81.18848058 36.16973307)
1400000US37183053715,7.9,POINT (-78.66874537 35.8649077)
1400000US37169070100,9.7,POINT (-80.09824888 36.44543707)
1400000US37155961900,12.6,POINT (-79.2272365 34.47241178)
1400000US37183051800,7.7,POINT (-78.63078455 35.80883375)
1400000US37179021009,8.0,POINT (-80.75339708 34.97591496)
1400000US37191000101,9.9,POINT (-78.04160839 35.52694033)
1400000US37195001300,10.4,POINT (-77.83468466 35.81179749)
1400000US37157040602,9.5,POINT (-79.87718168 36.43627092)
1400000US37183052807,9.1,POINT (-78.53117032 35.70582887)
1400000US37161960100,10.2,POINT (-81.81265158 35.48446328)
1400000US37183050300,8.2,POINT (-78.64817627 35.79058759)
1400000US37157041602,9.6,POINT (-79.76059311 36.27992081)
1400000US37155961100,13.4,POINT (-78.97754347 34.59877975)
1400000US37169070400,10.2,POINT (-80.39376385 36.34891837)
1400000US37195001100,10.7,POINT (-77.75201908 35.66109182)
1400000US37155961801,13.5,POINT (-79.24737772 34.62462932)
1400000US37155960802,13.1,POINT (-79.00499709 34.5937574)
1400000US37183053408,7.2,POINT (-78.85873728 35.78093434)
1400000US37195000900,10.1,POINT (-77.93199063 35.63516642)
1400000US37191000402,10.3,POINT (-77.92884102 35.31869239)
1400000US37153970700,10.9,POINT (-79.76536754 34.91712191)
1400000US37159050700,11.0,POINT (-80.42535967 35.70376415)
1400000US37159051400,9.7,POINT (-80.57200252 35.52328231)
1400000US37159051204,9.4,POINT (-80.52690831 35.64943253)
1400000US37183052409,9.6,POINT (-78.68407694 35.77786133)
1400000US37153970100,10.3,POINT (-79.61724455 35.04679881)
1400000US37175960300,9.0,POINT (-82.73387969 35.21744055)
1400000US37183053725,8.3,POINT (-78.71796708 35.88238676)
1400000US37183051700,7.4,POINT (-78.65277967 35.82229388)
1400000US37179020202,9.2,POINT (-80.53094926 35.07762863)
1400000US37191000303,10.1,POINT (-77.88168049 35.43973765)
1400000US37183054015,9.2,POINT (-78.5677333 35.86410024)
1400000US37173960301,10.1,POINT (-83.5748485 35.36211072)
1400000US37183053604,6.9,POINT (-78.85439733 35.80444214)
1400000US37183053007,7.5,POINT (-78.73336372 35.71867868)
1400000US37195000200,14.6,POINT (-77.91610684 35.7189684)
1400000US37191001800,13.2,POINT (-78.00022232 35.39380518)
1400000US37195001000,10.3,POINT (-77.84279687 35.61960382)
1400000US37171930400,11.3,POINT (-80.60558423 36.49135877)
1400000US37183052705,9.0,POINT (-78.59956931 35.82525873)
1400000US37157040102,9.5,POINT (-79.56837254 36.43333113)
1400000US37179020204,9.3,POINT (-80.50057062 35.14252375)
1400000US37191001400,12.1,POINT (-77.97918809 35.36778223)
1400000US37183053523,7.8,POINT (-78.81963743 35.7972197)
1400000US37197050102,10.0,POINT (-80.59955531 36.21870743)
1400000US37183054011,7.8,POINT (-78.61285554 35.89191278)
1400000US37163970600,10.7,POINT (-78.34917233 35.03181644)
1400000US37161961200,10.0,POINT (-81.91052035 35.23537185)
1400000US37183053412,7.6,POINT (-78.9117081 35.75567754)
1400000US37183054114,8.7,POINT (-78.52125991 35.77216718)
1400000US37183054403,9.1,POINT (-78.41522237 35.83303272)
1400000US37183053202,7.8,POINT (-78.79818622 35.64735744)
1400000US37195000600,10.5,POINT (-77.91389916 35.76183998)
1400000US37159050904,10.3,POINT (-80.27427911 35.54882788)
1400000US37157041300,11.1,POINT (-79.58261219 36.31108268)
1400000US37191000500,9.9,POINT (-77.9629022 35.34780154)
1400000US37185950300,12.2,POINT (-78.15884087 36.38841658)
1400000US37193960400,10.2,POINT (-81.16635684 36.32139806)
1400000US37183054017,8.5,POINT (-78.58995304 35.8811124)
1400000US37175960500,9.8,POINT (-82.8459872 35.20243765)
1400000US37161960900,10.7,POINT (-81.86522776 35.29937527)
1400000US37155961301,9.5,POINT (-78.96782354 34.67562314)
1400000US37171930201,10.5,POINT (-80.54969623 36.52802775)
1400000US37183053521,7.4,POINT (-78.75539232 35.81189792)
1400000US37183053516,8.5,POINT (-78.75173646 35.77165016)
1400000US37199960300,9.7,POINT (-82.30785274 35.83594357)
1400000US37153970500,10.9,POINT (-79.76670328 34.94402793)
1400000US37193961100,9.9,POINT (-81.11582578 36.15569223)
1400000US37191001301,9.8,POINT (-77.92435247 35.39435366)
1400000US37167930101,9.3,POINT (-80.28415701 35.43978252)
1400000US37183052002,11.7,POINT (-78.5976133 35.76703638)
1400000US37183052001,11.5,POINT (-78.59122425 35.77948706)
1400000US37183052506,7.4,POINT (-78.6899768 35.85452973)
1400000US37179020602,10.6,POINT (-80.52385174 34.95147831)
1400000US37183053005,7.6,POINT (-78.77310626 35.7135041)
1400000US37161961101,10.2,POINT (-81.78408265 35.27430401)
1400000US37159051902,9.8,POINT (-80.63939352 35.78128026)
1400000US37163970700,10.6,POINT (-78.28060159 35.02383533)
1400000US37169070501,9.8,POINT (-80.38982977 36.27746501)
1400000US37183053419,7.8,POINT (-78.81644347 35.7343293)
1400000US37183054004,8.8,POINT (-78.61057291 35.86004215)
1400000US37183052603,7.5,POINT (-78.64184882 35.82914342)
1400000US37157041002,9.6,POINT (-79.87939455 36.33194907)
1400000US37193960600,10.7,POINT (-81.13560439 36.17235367)
1400000US37155960101,11.8,POINT (-78.93035772 34.82664675)
1400000US37183054113,9.2,POINT (-78.51342037 35.81856675)
1400000US37179021011,8.1,POINT (-80.69925615 34.9985727)
1400000US37197050502,9.8,POINT (-80.57638188 36.08945557)
1400000US37151031505,9.2,POINT (-79.96216175 35.86008612)
1400000US37183051600,7.5,POINT (-78.65926007 35.80686799)
1400000US37171930101,10.5,POINT (-80.48059183 36.51332943)
1400000US37181960800,12.2,POINT (-78.40287851 36.30002218)
1400000US37183054109,8.9,POINT (-78.47403027 35.73327967)
1400000US37159051301,9.7,POINT (-80.54226851 35.72910475)
1400000US37159050400,12.5,POINT (-80.48890872 35.67475002)
1400000US37195001700,10.2,POINT (-78.01015501 35.64330755)
1400000US37183054208,8.4,POINT (-78.53271331 35.93846545)
1400000US37187950200,11.2,POINT (-76.76548711 35.79274915)
1400000US37183052302,10.0,POINT (-78.67548448 35.76220887)
1400000US37183054016,8.3,POINT (-78.58295617 35.89419345)
1400000US37161960500,9.8,POINT (-81.96658119 35.37183434)
1400000US37191000602,11.1,POINT (-77.94507404 35.23075584)
1400000US37179021005,9.5,POINT (-80.6398237 34.92396753)
1400000US37183053111,8.5,POINT (-78.72571783 35.65363028)
1400000US37155961602,11.2,POINT (-79.04240682 34.43304966)
1400000US37183053713,8.7,POINT (-78.69501651 35.87923723)
1400000US37183053425,6.9,POINT (-78.84331466 35.78694248)
1400000US37179021008,7.8,POINT (-80.79104427 34.97061078)
1400000US37183053518,8.1,POINT (-78.80593962 35.76308352)
1400000US37159051001,9.7,POINT (-80.40238546 35.53167605)
1400000US37185950103,11.8,POINT (-78.00840553 36.35125767)
1400000US37155960801,13.2,POINT (-79.05552848 34.60917023)
1400000US37181960200,11.1,POINT (-78.43507042 36.4732891)
1400000US37171930901,9.7,POINT (-80.85426097 36.27016136)
1400000US37167931100,9.8,POINT (-80.12075003 35.2222969)
1400000US37179021007,7.8,POINT (-80.80236797 35.0031181)
1400000US37183053110,8.8,POINT (-78.70145322 35.62476133)
1400000US37191001900,12.6,POINT (-77.96759433 35.38818744)
1400000US37183053716,8.7,POINT (-78.6492282 35.86020087)
1400000US37189920100,9.4,POINT (-81.66886086 36.30504935)
1400000US37183053606,8.0,POINT (-78.836136 35.80636459)
1400000US37171931102,9.7,POINT (-80.61472447 36.31695626)
1400000US37159050901,9.8,POINT (-80.33409165 35.65615545)
1400000US37157041500,10.0,POINT (-79.68567368 36.31803579)
1400000US37183052903,8.3,POINT (-78.63787436 35.65696986)
1400000US37179020310,8.2,POINT (-80.63277254 35.12258587)
1400000US37199960102,10.4,POINT (-82.20871902 35.95408206)
1400000US37159051202,10.3,POINT (-80.5513054 35.67937992)
1400000US37183054302,10.6,POINT (-78.30450634 35.81805968)
1400000US37183051501,7.3,POINT (-78.67482802 35.82368433)
1400000US37183053722,7.7,POINT (-78.67141608 35.89303632)
1400000US37183054012,7.6,POINT (-78.60962626 35.87661898)
1400000US37179020313,9.3,POINT (-80.67905801 35.07905469)
1400000US37163970302,9.5,POINT (-78.57557398 35.11048656)
1400000US37197050300,10.5,POINT (-80.82097337 36.202484)
1400000US37155960701,11.5,POINT (-79.03864724 34.72350727)
1400000US37183053108,8.6,POINT (-78.73926047 35.55200674)
1400000US37161960700,9.9,POINT (-81.85853544 35.36062311)
1400000US37183050400,9.5,POINT (-78.63549247 35.79593473)
1400000US37185950400,11.5,POINT (-78.16530151 36.29490209)
1400000US37179021010,8.0,POINT (-80.73672764 35.02461091)
1400000US37177960100,10.4,POINT (-76.21199957 35.81611239)
1400000US37183054106,9.9,POINT (-78.55831212 35.7790825)
1400000US37191000700,11.7,POINT (-78.04654969 35.19884228)
1400000US37159051501,10.2,POINT (-80.63050907 35.51531519)
1400000US37167930500,10.5,POINT (-80.23629312 35.37771791)
1400000US37183053203,8.2,POINT (-78.81938331 35.66762737)
1400000US37183054104,9.2,POINT (-78.54578914 35.85077338)
1400000US37173960302,10.4,POINT (-83.41893865 35.36852068)
1400000US37183053803,7.6,POINT (-78.69002973 35.95391177)
1400000US37183050500,9.1,POINT (-78.62035727 35.79727162)
1400000US37153971000,11.5,POINT (-79.66258583 34.94118212)
1400000US37171931200,9.6,POINT (-80.48467926 36.36743486)
1400000US37195000802,12.7,POINT (-77.88780798 35.68087112)
1400000US37167930200,9.2,POINT (-80.1113208 35.36915978)
1400000US37191001101,9.6,POINT (-78.10137324 35.40701694)
1400000US37183054203,7.9,POINT (-78.54212629 35.99928187)
1400000US37183053719,7.7,POINT (-78.74767827 35.92549482)
1400000US37191001102,9.2,POINT (-78.03828737 35.41730386)
1400000US37155960300,12.0,POINT (-79.16759047 34.80786898)
1400000US37169070504,9.9,POINT (-80.30563408 36.30758178)
1400000US37179020307,9.0,POINT (-80.6308051 35.03137108)
1400000US37183052102,11.3,POINT (-78.60099269 35.75271232)
1400000US37179020401,8.9,POINT (-80.55276454 35.02333089)
1400000US37183052902,8.8,POINT (-78.61293607 35.62048954)
1400000US37175960100,9.6,POINT (-82.71262297 35.32784304)
1400000US37159051802,9.3,POINT (-80.66463298 35.60980452)
1400000US37155961000,11.3,POINT (-79.00568887 34.62378052)
1400000US37183053207,8.1,POINT (-78.90644645 35.62542261)
1400000US37163970400,9.8,POINT (-78.55672046 34.97850619)
1400000US37193961001,9.8,POINT (-81.27644569 36.06937898)
1400000US37183053509,7.4,POINT (-78.80173867 35.74885227)
1400000US37183052404,8.6,POINT (-78.70694265 35.77138565)
1400000US37153970300,10.7,POINT (-79.80061721 34.97374048)
1400000US37183053009,8.8,POINT (-78.6745422 35.69514621)
1400000US37189920701,9.1,POINT (-81.55665115 36.25239105)
1400000US37167931202,10.0,POINT (-80.23853306 35.33632792)
1400000US37165010500,11.6,POINT (-79.57906387 34.78958178)
1400000US37171930501,9.3,POINT (-80.65311044 36.54230192)
1400000US37155961500,10.9,POINT (-78.90035967 34.56402921)
1400000US37183053205,8.4,POINT (-78.80786539 35.62858567)
1400000US37183053714,8.0,POINT (-78.68625496 35.87372843)
1400000US37191000401,9.8,POINT (-77.86789103 35.29681253)
1400000US37179020601,10.3,POINT (-80.49593608 35.00046414)
1400000US37183053423,7.8,POINT (-78.81832079 35.76810669)
1400000US37183050700,11.2,POINT (-78.62077346 35.77392892)
1400000US37179020901,9.7,POINT (-80.43083343 34.86427313)
1400000US37159051801,9.9,POINT (-80.7057041 35.54708995)
1400000US37183052706,10.0,POINT (-78.59113633 35.80672807)
1400000US37183054111,9.5,POINT (-78.46916687 35.85327523)
1400000US37183053707,8.4,POINT (-78.66067478 35.87690004)
1400000US37183051102,11.7,POINT (-78.6657979 35.7819349)
